,X,Y,Z
88195,54.196,52.499,
88196,54.196,53.065,
88197,53.53,52.399,
88198,53.53,52.965,
88199,54.196,53.631,
88200,54.196,54.196,
88201,53.53,53.53,
88202,53.53,54.096,
88203,54.196,54.762,
88204,54.196,55.328,
88205,53.53,54.662,
88206,53.53,55.227,
88207,54.196,55.893,
88208,54.196,56.459,
88209,53.53,55.793,
88210,53.53,56.359,
88211,54.196,57.025,
88212,54.196,57.591,
88213,53.53,56.924,
88214,53.53,57.49,
88215,54.196,58.156,
88216,54.196,58.722,
88217,53.53,58.056,
88218,53.53,58.621,
88219,54.196,59.288,
88220,54.196,59.853,
88221,53.53,59.187,
88222,53.53,59.753,
88223,54.196,60.419,
88224,54.196,60.985,
88225,53.53,60.319,
88226,53.53,60.884,
88227,54.196,61.55,
88228,54.196,62.116,
88229,53.53,61.45,
88230,53.53,62.016,
88231,54.196,62.682,
88232,54.196,63.247,
88233,53.53,62.581,
88234,53.53,63.147,
88235,54.196,63.813,
88236,54.196,64.379,
88237,53.53,63.713,
88238,53.53,64.278,
88239,54.196,64.944,
88240,54.196,65.51,
88241,53.53,64.844,
88242,53.53,65.41,
88243,54.196,66.076,
88244,54.196,66.641,
88245,53.53,65.975,
88246,53.53,66.541,
88247,54.196,67.207,
88248,54.196,67.773,
88249,53.53,67.107,
88250,53.53,67.672,
88251,54.196,68.339,
88252,54.196,68.904,
88253,53.53,68.238,
88254,53.53,68.804,
88255,54.196,69.47,
88256,54.196,70.036,
88257,53.53,69.37,
88258,53.53,69.935,
88259,54.196,70.601,
88260,54.196,71.167,
88261,53.53,70.501,
88262,53.53,71.067,
88263,54.196,71.733,
88264,54.196,72.298,
88265,53.53,71.632,
88266,53.53,72.198,
88267,54.196,72.864,
88268,54.196,73.43,
88269,53.531,72.764,
88270,53.531,73.33,
88271,54.196,73.995,
88272,54.196,74.561,
88273,53.531,73.896,
88274,53.531,74.461,
88275,54.196,75.127,
88276,54.196,75.692,
88277,53.531,75.027,
88278,53.531,75.593,
88279,54.196,76.258,
88280,54.196,76.824,
88281,53.531,76.158,
88282,53.531,76.724,
88283,54.196,77.39,
88284,54.196,77.955,
88285,53.531,77.29,
88286,53.531,77.855,
88287,54.196,78.521,
88288,54.196,79.087,
88289,53.531,78.421,
88290,53.531,78.987,
88291,54.196,79.652,
88292,54.196,80.218,
88293,53.531,79.553,
88294,53.531,80.118,
88295,54.196,80.784,
88296,54.196,81.349,
88297,53.531,80.684,
88298,53.531,81.25,
88299,54.196,81.915,
88300,54.196,82.481,
88301,53.531,81.815,
88302,53.531,82.381,
88303,54.196,83.046,
88304,54.196,83.612,
88305,53.531,82.947,
88306,53.531,83.512,
88307,54.196,84.178,
88308,54.196,84.743,
88309,53.531,84.078,
88310,53.531,84.644,
88311,54.196,85.309,
88312,54.196,85.875,
88313,53.531,85.209,
88314,53.531,85.775,
88315,54.196,86.44,
88316,54.196,87.006,
88317,53.531,86.341,
88318,53.531,86.906,
88319,54.196,87.572,
88320,54.196,88.138,
88321,53.531,87.472,
88322,53.531,88.038,
88323,54.196,88.703,
88324,54.196,89.269,
88325,53.531,88.604,
88326,53.531,89.169,
88327,54.196,89.835,
88328,54.196,90.4,
88329,53.531,89.735,
88330,53.531,90.301,
88331,54.196,90.966,
88332,54.196,91.532,
88333,53.531,90.866,
88334,53.531,91.432,
88335,54.196,92.097,
88336,54.196,92.663,
88337,53.531,91.998,
88338,53.531,92.563,
88339,54.196,93.229,
88340,54.196,93.794,
88341,53.531,93.129,
88342,53.531,93.695,
88343,54.196,94.36,
88344,54.196,94.926,
88345,53.531,94.26,
88346,53.531,94.826,
88347,54.196,95.491,
88348,54.196,96.057,
88349,53.531,95.392,
88350,53.531,95.957,
88351,54.196,96.623,
88352,54.196,97.188,
88353,53.531,96.523,
88354,53.531,97.089,
88355,53.993,97.551,
88356,,,
88357,53.993,97.551,15.75
88358,54.76,48.701,
88359,,,
88360,,,
88361,,,
88362,,,
88363,75.163,69.104,
88364,75.233,69.174,
88365,75.163,75.894,
88366,54.761,96.296,
88367,54.691,96.366,
88368,54.76,93.956,
88369,60.042,99.238,
88370,60.112,99.308,
88371,63.131,99.239,
88372,82.611,79.759,
88373,82.681,79.689,
88374,85.818,79.76,
88375,90.797,84.738,
88376,90.867,84.808,
88377,88.945,84.739,
88378,93.925,79.759,
88379,93.995,79.689,
88380,97.132,79.76,
88381,102.111,84.738,
88382,102.181,84.808,
88383,100.259,84.739,
88384,105.239,79.759,
88385,105.309,79.689,
88386,108.446,79.76,
88387,113.425,84.739,
88388,113.495,84.809,
88389,111.572,84.74,
88390,116.553,79.759,
88391,116.623,79.689,
88392,119.759,79.76,
88393,124.739,84.739,
88394,124.809,84.809,
88395,122.885,84.74,
88396,124.988,82.638,
88397,125.058,82.568,
88398,128.297,85.071,
88399,129.623,85.075,
88400,137.625,85.275,
88401,151.525,85.064,
88402,152.83,85.37,
88403,153.931,86.169,
88404,154.637,87.333,
88405,154.841,88.493,
88406,154.838,92.123,
88407,154.532,93.428,
88408,153.733,94.529,
88409,152.569,95.235,
88410,124.445,95.759,
88411,127.924,99.238,
88412,127.994,99.308,
88413,131.014,99.239,
88414,134.494,95.759,
88415,134.564,95.689,
88416,135.759,95.759,
88417,139.238,99.238,
88418,139.308,99.308,
88419,142.327,99.239,
88420,145.808,95.759,
88421,145.878,95.689,
88422,147.073,95.759,
88423,150.552,99.238,
88424,150.622,99.308,
88425,153.641,99.239,
88426,170.62,82.26,
88427,170.69,82.19,
88428,170.621,85.366,
88429,155.521,70.266,
88430,155.451,70.196,
88431,155.522,74.731,
88432,170.62,59.633,
88433,170.69,59.563,
88434,170.621,62.739,
88435,153.641,45.759,
88436,153.571,45.689,
88437,150.552,45.759,
88438,147.072,49.24,
88439,147.002,49.31,
88440,145.808,49.24,
88441,142.327,45.759,
88442,142.257,45.689,
88443,139.239,45.759,
88444,135.758,49.24,
88445,135.688,49.31,
88446,134.494,49.24,
88447,131.014,45.759,
88448,130.944,45.689,
88449,127.925,45.759,
88450,124.445,49.24,
88451,124.375,49.31,
88452,123.18,49.24,
88453,119.7,45.759,
88454,119.63,45.689,
88455,116.611,45.759,
88456,113.131,49.24,
88457,113.061,49.31,
88458,111.867,49.24,
88459,108.386,45.759,
88460,108.316,45.689,
88461,105.298,45.759,
88462,101.817,49.24,
88463,101.747,49.31,
88464,100.553,49.24,
88465,97.073,45.759,
88466,97.003,45.689,
88467,93.984,45.759,
88468,90.504,49.24,
88469,90.434,49.31,
88470,89.239,49.24,
88471,85.759,45.759,
88472,85.689,45.689,
88473,82.67,45.759,
88474,79.184,49.245,
88475,79.114,49.315,
88476,78.116,49.43,
88477,74.445,45.759,
88478,74.375,45.689,
88479,71.356,45.759,
88480,54.761,62.355,
88481,54.691,62.425,
88482,54.76,60.015,
88483,79.483,84.738,
88484,79.553,84.808,
88485,78.15,85.265,
88486,76.988,85.969,
88487,76.189,87.07,
88488,75.566,92.135,
88489,54.76,71.329,
88490,54.69,71.259,
88491,54.761,73.669,
88492,75.516,52.913,
88493,75.586,52.843,
88494,75.882,57.062,
88495,76.363,58.326,
88496,77.297,59.312,
88497,79.484,60.259,
88498,54.761,84.982,
88499,54.691,85.052,
88500,54.76,82.643,
88501,71.356,99.238,
88502,71.426,99.308,
88503,74.445,99.239,
88504,78.137,95.547,
88505,78.207,95.477,
88506,79.186,95.755,
88507,82.669,99.238,
88508,82.739,99.308,
88509,85.759,99.239,
88510,89.239,95.759,
88511,89.309,95.689,
88512,90.504,95.759,
88513,93.983,99.238,
88514,94.053,99.308,
88515,97.073,99.239,
88516,100.553,95.759,
88517,100.623,95.689,
88518,101.818,95.759,
88519,105.297,99.238,
88520,105.367,99.308,
88521,108.386,99.239,
88522,111.867,95.759,
88523,111.937,95.689,
88524,113.132,95.759,
88525,116.611,99.238,
88526,116.681,99.308,
88527,119.7,99.239,
88528,123.18,95.759,
88529,123.25,95.689,
88530,151.409,95.439,
88531,152.569,95.235,
88532,153.733,94.529,
88533,154.532,93.428,
88534,154.841,91.999,
88535,154.841,88.493,
88536,154.637,87.333,
88537,153.931,86.169,
88538,152.83,85.37,
88539,151.924,85.118,
88540,145.514,84.739,
88541,150.494,79.758,
88542,150.564,79.688,
88543,153.346,79.405,
88544,170.621,96.68,
88545,170.691,96.75,
88546,170.62,93.574,
88547,164.955,99.239,
88548,164.885,99.309,
88549,161.865,99.238,
88550,155.114,92.487,
88551,155.044,92.417,
88552,154.743,86.823,
88553,170.62,70.946,
88554,170.69,70.876,
88555,170.621,74.053,
88556,154.753,58.184,
88557,154.683,58.114,
88558,155.122,52.503,
88559,161.866,45.759,
88560,161.936,45.689,
88561,164.955,45.759,
88562,170.621,51.425,
88563,170.691,51.495,
88564,170.62,48.319,
88565,153.336,65.603,
88566,153.266,65.673,
88567,150.494,65.239,
88568,145.514,60.26,
88569,145.444,60.19,
88570,147.366,60.259,
88571,143.744,63.882,
88572,143.674,63.952,
88573,152.294,65.602,
88574,153.565,66.069,
88575,154.553,66.991,
88576,155.114,68.226,
88577,155.162,76.53,
88578,154.696,77.797,
88579,153.773,78.789,
88580,152.807,79.26,
88581,143.744,81.117,
88582,147.366,84.739,
88583,147.436,84.809,
88584,154.265,78.36,
88585,154.981,77.212,
88586,155.201,68.916,
88587,154.907,67.604,
88588,154.122,66.496,
88589,152.976,65.782,
88590,137.556,60.135,
88591,134.396,59.753,
88592,132.949,59.731,
88593,129.657,60.131,
88594,128.575,60.534,
88595,124.986,62.359,
88596,122.887,60.26,
88597,122.817,60.19,
88598,124.739,60.259,
88599,119.758,65.24,
88600,119.688,65.31,
88601,116.553,65.239,
88602,111.573,60.26,
88603,111.503,60.19,
88604,113.425,60.259,
88605,108.444,65.24,
88606,108.374,65.31,
88607,105.239,65.239,
88608,100.259,60.26,
88609,100.189,60.19,
88610,102.111,60.259,
88611,97.13,65.241,
88612,97.06,65.311,
88613,93.926,65.24,
88614,88.946,60.26,
88615,88.876,60.19,
88616,90.798,60.259,
88617,85.816,65.241,
88618,85.746,65.311,
88619,82.612,65.24,
88620,63.131,45.759,
88621,63.061,45.689,
88622,60.043,45.759,
88623,54.761,51.041,
88624,54.691,51.111,
88625,76.405,93.83,
88626,77.235,94.719,
88627,78.553,95.517,
88628,,,
88629,79.181,95.596,
88630,79.309,95.6,
88631,151.421,95.6,
88632,151.991,95.553,
88633,152.625,95.387,
88634,153.316,95.049,
88635,153.842,94.648,
88636,154.348,94.069,
88637,154.678,93.496,
88638,154.919,92.764,
88639,154.998,92.136,
88640,155.002,92.009,
88641,155.002,88.481,
88642,154.955,87.911,
88643,154.789,87.277,
88644,154.451,86.586,
88645,154.05,86.06,
88646,153.471,85.554,
88647,152.898,85.224,
88648,152.166,84.983,
88649,151.538,84.904,
88650,151.411,84.9,
88651,138.865,84.9,
88652,137.974,84.9,
88653,138.365,84.758,
88654,138.865,84.549,
88655,139.164,84.417,
88656,139.651,84.175,
88657,139.942,84.023,
88658,140.41,83.749,
88659,140.69,83.579,
88660,141.138,83.276,
88661,141.407,83.088,
88662,141.836,82.753,
88663,142.09,82.548,
88664,142.494,82.187,
88665,142.736,81.966,
88666,143.117,81.577,
88667,143.342,81.341,
88668,143.696,80.929,
88669,143.906,80.677,
88670,144.231,80.242,
88671,144.669,79.6,
88672,151.86,79.599,
88673,152.575,79.507,
88674,153.225,79.292,
88675,153.867,78.922,
88676,154.382,78.471,
88677,154.832,77.883,
88678,155.133,77.267,
88679,155.321,76.557,
88680,155.363,76.019,
88681,155.362,68.905,
88682,155.271,68.188,
88683,155.055,67.537,
88684,154.686,66.897,
88685,154.235,66.382,
88686,153.648,65.932,
88687,153.031,65.63,
88688,152.321,65.443,
88689,151.782,65.4,
88690,144.669,65.4,
88691,144.232,64.759,
88692,143.907,64.324,
88693,143.697,64.072,
88694,143.343,63.66,
88695,143.118,63.424,
88696,142.737,63.035,
88697,142.495,62.814,
88698,142.091,62.453,
88699,141.837,62.248,
88700,141.408,61.913,
88701,141.139,61.725,
88702,140.691,61.422,
88703,140.411,61.252,
88704,139.943,60.978,
88705,139.652,60.826,
88706,139.165,60.584,
88707,138.866,60.452,
88708,138.366,60.243,
88709,137.972,60.1,
88710,138.866,60.1,
88711,151.421,60.1,
88712,151.991,60.053,
88713,152.625,59.887,
88714,153.316,59.549,
88715,153.842,59.148,
88716,154.348,58.569,
88717,154.678,57.996,
88718,154.919,57.264,
88719,154.998,56.636,
88720,155.002,56.509,
88721,155.002,52.981,
88722,154.955,52.411,
88723,154.789,51.777,
88724,154.451,51.086,
88725,154.05,50.56,
88726,153.471,50.054,
88727,152.898,49.724,
88728,152.166,49.483,
88729,151.538,49.404,
88730,151.411,49.4,
88731,79.257,49.4,
88732,78.687,49.447,
88733,78.054,49.613,
88734,77.362,49.951,
88735,76.836,50.352,
88736,76.33,50.931,
88737,76,51.504,
88738,75.759,52.236,
88739,75.68,52.864,
88740,75.676,52.991,
88741,75.676,56.519,
88742,75.723,57.089,
88743,75.89,57.724,
88744,76.227,58.414,
88745,76.628,58.94,
88746,77.207,59.446,
88747,77.78,59.776,
88748,78.512,60.017,
88749,79.14,60.096,
88750,79.267,60.1,
88751,128.214,60.1,
88752,128.698,60.1,
88753,129.24,60.1,
88754,128.698,60.304,
88755,128.198,60.515,
88756,127.903,60.655,
88757,127.416,60.898,
88758,127.13,61.059,
88759,126.663,61.333,
88760,126.388,61.513,
88761,125.94,61.816,
88762,125.679,62.013,
88763,125.249,62.347,
88764,125.001,62.561,
88765,124.596,62.922,
88766,124.363,63.153,
88767,123.983,63.54,
88768,123.765,63.784,
88769,123.413,64.194,
88770,123.21,64.453,
88771,122.884,64.888,
88772,122.543,65.4,
88773,78.826,65.401,
88774,78.111,65.493,
88775,77.46,65.708,
88776,76.82,66.078,
88777,76.304,66.529,
88778,75.855,67.117,
88779,75.553,67.732,
88780,75.365,68.443,
88781,75.323,68.981,
88782,75.324,76.096,
88783,75.415,76.812,
88784,75.631,77.462,
88785,76,78.104,
88786,76.452,78.619,
88787,77.039,79.068,
88788,77.654,79.37,
88789,78.365,79.557,
88790,78.904,79.6,
88791,122.544,79.6,
88792,122.883,80.111,
88793,123.209,80.546,
88794,123.412,80.805,
88795,123.764,81.215,
88796,123.982,81.459,
88797,124.362,81.846,
88798,124.595,82.077,
88799,125,82.438,
88800,125.248,82.652,
88801,125.678,82.986,
88802,125.939,83.183,
88803,126.387,83.486,
88804,126.662,83.666,
88805,127.129,83.94,
88806,127.415,84.101,
88807,127.902,84.344,
88808,128.197,84.484,
88809,128.697,84.695,
88810,129.242,84.9,
88811,128.697,84.9,
88812,128.216,84.9,
88813,79.299,84.9,
88814,78.728,84.947,
88815,78.094,85.113,
88816,77.404,85.451,
88817,76.877,85.852,
88818,76.371,86.431,
88819,76.042,87.004,
88820,75.801,87.735,
88821,75.722,88.365,
88822,75.718,88.491,
88823,75.718,92.018,
88824,75.764,92.59,
88825,75.931,93.223,
88826,76.268,93.914,
88827,76.671,94.44,
88828,77.249,94.946,
88829,77.822,95.276,
88830,78.553,95.517,
88831,168.648,99.4,
88832,56.456,99.4,
88833,53.196,97.642,
88834,53.196,47.358,
88835,56.456,45.6,
88836,168.648,45.6,
88837,170.781,47.291,
88838,170.782,97.709,
88839,168.648,99.4,
88840,168.787,99.8,
88841,,,
88842,56.355,99.8,
88843,52.796,97.881,
88844,52.796,47.119,
88845,56.355,45.2,
88846,168.787,45.2,
88847,171.181,47.097,
88848,171.182,97.903,
88849,168.787,99.8,
88850,168.587,99.8,
88851,168.587,99.5,
88852,78.547,95.409,
88853,78.641,95.125,
88854,79.212,95.197,
88855,79.315,95.2,
88856,151.404,95.2,
88857,151.923,95.157,
88858,152.485,95.01,
88859,153.105,94.707,
88860,153.567,94.354,
88861,154.021,93.835,
88862,154.311,93.332,
88863,154.527,92.676,
88864,154.599,92.105,
88865,154.602,92.003,
88866,154.602,88.498,
88867,154.559,87.979,
88868,154.412,87.417,
88869,154.109,86.797,
88870,153.756,86.335,
88871,153.237,85.881,
88872,152.734,85.591,
88873,152.078,85.375,
88874,151.507,85.303,
88875,151.405,85.3,
88876,136.303,85.3,
88877,135.473,85.3,
88878,134.635,85.3,
88879,133.793,85.3,
88880,132.95,85.3,
88881,132.108,85.3,
88882,131.275,85.3,
88883,130.756,85.3,
88884,79.316,85.3,
88885,78.796,85.343,
88886,78.234,85.49,
88887,77.615,85.793,
88888,77.152,86.146,
88889,76.698,86.665,
88890,76.409,87.168,
88891,76.193,87.823,
88892,76.121,88.396,
88893,76.118,88.497,
88894,76.118,92.002,
88895,76.16,92.522,
88896,76.308,93.083,
88897,76.61,93.703,
88898,76.964,94.165,
88899,77.483,94.619,
88900,77.986,94.909,
88901,78.641,95.125,
88902,78.839,95.15,
88903,78.801,95.447,
88904,77.89,95.13,
88905,76.79,94.331,
88906,76.083,93.166,
88907,75.882,88.378,
88908,78.409,79.459,
88909,78.432,79.161,
88910,78.92,79.2,
88911,122.76,79.2,
88912,123.033,79.619,
88913,123.209,79.879,
88914,123.527,80.303,
88915,123.721,80.551,
88916,124.065,80.952,
88917,124.274,81.186,
88918,124.645,81.564,
88919,124.869,81.785,
88920,125.264,82.137,
88921,125.502,82.343,
88922,125.921,82.668,
88923,126.172,82.857,
88924,126.609,83.153,
88925,126.873,83.326,
88926,127.329,83.593,
88927,127.603,83.748,
88928,128.077,83.984,
88929,128.361,84.119,
88930,128.849,84.325,
88931,129.14,84.442,
88932,129.641,84.614,
88933,129.94,84.711,
88934,130.451,84.848,
88935,130.756,84.926,
88936,131.275,85.03,
88937,131.584,85.088,
88938,132.108,85.157,
88939,132.421,85.194,
88940,132.95,85.229,
88941,133.263,85.245,
88942,133.793,85.246,
88943,134.106,85.24,
88944,134.635,85.205,
88945,134.949,85.179,
88946,135.473,85.109,
88947,135.784,85.062,
88948,136.303,84.958,
88949,136.61,84.89,
88950,137.122,84.753,
88951,137.423,84.666,
88952,137.924,84.494,
88953,138.219,84.386,
88954,138.707,84.181,
88955,138.995,84.055,
88956,139.469,83.819,
88957,139.748,83.673,
88958,140.205,83.406,
88959,140.474,83.242,
88960,140.911,82.946,
88961,141.169,82.766,
88962,141.587,82.44,
88963,141.831,82.243,
88964,142.226,81.89,
88965,142.458,81.678,
88966,142.829,81.299,
88967,143.045,81.072,
88968,143.391,80.67,
88969,143.592,80.429,
88970,143.909,80.005,
88971,144.094,79.75,
88972,144.452,79.2,
88973,151.834,79.199,
88974,152.486,79.115,
88975,153.061,78.925,
88976,153.633,78.595,
88977,154.089,78.196,
88978,154.49,77.672,
88979,154.756,77.127,
88980,154.925,76.49,
88981,154.963,76.003,
88982,154.962,68.93,
88983,154.879,68.277,
88984,154.688,67.702,
88985,154.359,67.131,
88986,153.96,66.675,
88987,153.436,66.274,
88988,152.891,66.007,
88989,152.254,65.839,
88990,151.766,65.8,
88991,144.452,65.8,
88992,144.095,65.251,
88993,143.91,64.996,
88994,143.593,64.572,
88995,143.392,64.331,
88996,143.046,63.929,
88997,142.83,63.702,
88998,142.459,63.323,
88999,142.227,63.111,
89000,141.832,62.758,
89001,141.588,62.561,
89002,141.17,62.235,
89003,140.912,62.055,
89004,140.475,61.759,
89005,140.206,61.595,
89006,139.749,61.328,
89007,139.47,61.182,
89008,138.996,60.946,
89009,138.708,60.82,
89010,138.22,60.615,
89011,137.925,60.507,
89012,137.424,60.335,
89013,137.123,60.248,
89014,136.611,60.111,
89015,136.304,60.043,
89016,135.785,59.939,
89017,135.474,59.892,
89018,134.95,59.822,
89019,134.636,59.796,
89020,134.107,59.761,
89021,133.794,59.755,
89022,133.264,59.754,
89023,132.951,59.77,
89024,132.422,59.805,
89025,132.109,59.842,
89026,131.585,59.911,
89027,131.276,59.969,
89028,130.757,60.073,
89029,130.452,60.151,
89030,129.941,60.288,
89031,129.642,60.385,
89032,129.141,60.557,
89033,128.85,60.674,
89034,128.362,60.88,
89035,128.078,61.015,
89036,127.604,61.251,
89037,127.33,61.406,
89038,126.874,61.673,
89039,126.61,61.846,
89040,126.173,62.142,
89041,125.922,62.331,
89042,125.503,62.656,
89043,125.265,62.862,
89044,124.87,63.214,
89045,124.646,63.435,
89046,124.275,63.813,
89047,124.066,64.047,
89048,123.722,64.448,
89049,123.528,64.696,
89050,123.21,65.12,
89051,123.034,65.38,
89052,122.76,65.8,
89053,78.852,65.801,
89054,78.2,65.885,
89055,77.625,66.075,
89056,77.054,66.405,
89057,76.597,66.804,
89058,76.197,67.328,
89059,75.93,67.873,
89060,75.761,68.51,
89061,75.723,68.997,
89062,75.724,76.071,
89063,75.807,76.723,
89064,75.998,77.298,
89065,76.327,77.87,
89066,76.726,78.325,
89067,77.251,78.726,
89068,77.795,78.993,
89069,78.432,79.161,
89070,78.631,79.176,
89071,78.608,79.475,
89072,77.71,79.218,
89073,76.563,78.502,
89074,75.78,77.397,
89075,75.485,76.085,
89076,75.524,68.47,
89077,78.506,59.909,
89078,78.6,59.625,
89079,79.171,59.697,
89080,79.273,59.7,
89081,130.757,59.7,
89082,131.585,59.7,
89083,132.422,59.7,
89084,132.951,59.7,
89085,134.107,59.7,
89086,134.95,59.7,
89087,135.785,59.7,
89088,136.304,59.7,
89089,151.404,59.7,
89090,151.923,59.657,
89091,152.485,59.51,
89092,153.105,59.207,
89093,153.567,58.854,
89094,154.021,58.335,
89095,154.311,57.832,
89096,154.527,57.176,
89097,154.599,56.605,
89098,154.602,56.503,
89099,154.602,52.998,
89100,154.559,52.479,
89101,154.412,51.917,
89102,154.109,51.297,
89103,153.756,50.835,
89104,153.237,50.381,
89105,152.734,50.091,
89106,152.078,49.875,
89107,151.507,49.803,
89108,151.405,49.8,
89109,79.274,49.8,
89110,78.755,49.843,
89111,78.194,49.99,
89112,77.573,50.293,
89113,77.111,50.646,
89114,76.657,51.165,
89115,76.367,51.668,
89116,76.151,52.324,
89117,76.079,52.895,
89118,76.076,52.997,
89119,76.076,56.502,
89120,76.119,57.021,
89121,76.267,57.584,
89122,76.569,58.203,
89123,76.922,58.665,
89124,77.441,59.119,
89125,77.944,59.409,
89126,78.6,59.625,
89127,78.798,59.65,
89128,78.76,59.947,
89129,54.611,47.037,
89130,,,
89131,54.611,97.963,
89132,53.586,97.41,
89133,53.586,47.59,
89134,54.611,47.037,
89135,53.765,48.057,
89136,54.43,47.393,
89137,54.43,47.958,
89138,53.765,48.623,
89139,53.765,49.189,
89140,54.43,48.524,
89141,54.43,49.09,
89142,53.765,49.754,
89143,53.765,50.32,
89144,54.43,49.655,
89145,54.43,50.221,
89146,53.765,50.886,
89147,53.765,51.451,
89148,54.43,50.787,
89149,54.43,51.352,
89150,53.765,52.017,
89151,53.765,52.583,
89152,54.43,51.918,
89153,54.43,52.484,
89154,53.765,53.148,
89155,53.765,53.714,
89156,54.43,53.049,
89157,54.43,53.615,
89158,53.765,54.28,
89159,53.765,54.846,
89160,54.43,54.181,
89161,54.43,54.747,
89162,53.765,55.411,
89163,53.765,55.977,
89164,54.43,55.312,
89165,54.43,55.878,
89166,53.765,56.543,
89167,53.765,57.108,
89168,54.43,56.444,
89169,54.43,57.009,
89170,53.765,57.674,
89171,53.765,58.24,
89172,54.43,57.575,
89173,54.43,58.141,
89174,53.765,58.805,
89175,53.765,59.371,
89176,54.43,58.706,
89177,54.43,59.272,
89178,53.765,59.937,
89179,53.765,60.502,
89180,54.43,59.838,
89181,54.43,60.403,
89182,53.765,61.068,
89183,53.765,61.634,
89184,54.43,60.969,
89185,54.43,61.535,
89186,53.765,62.199,
89187,53.765,62.765,
89188,54.43,62.1,
89189,54.43,62.666,
89190,53.765,63.331,
89191,53.765,63.896,
89192,54.43,63.232,
89193,54.43,63.798,
89194,53.765,64.462,
89195,53.765,65.028,
89196,54.43,64.363,
89197,54.43,64.929,
89198,53.765,65.594,
89199,53.765,66.159,
89200,54.43,65.495,
89201,54.43,66.06,
89202,53.765,66.725,
89203,53.765,67.291,
89204,54.43,66.626,
89205,54.43,67.192,
89206,53.765,67.856,
89207,53.765,68.422,
89208,54.43,67.757,
89209,54.43,68.323,
89210,53.765,68.988,
89211,53.765,69.553,
89212,54.43,68.889,
89213,54.43,69.454,
89214,53.765,70.119,
89215,53.765,70.685,
89216,54.43,70.02,
89217,54.43,70.586,
89218,53.765,71.25,
89219,53.765,71.816,
89220,54.43,71.151,
89221,54.43,71.717,
89222,53.765,72.382,
89223,53.765,72.947,
89224,54.43,72.283,
89225,54.43,72.848,
89226,53.765,73.513,
89227,53.765,74.079,
89228,54.43,73.414,
89229,54.43,73.98,
89230,53.765,74.645,
89231,53.765,75.21,
89232,54.43,74.546,
89233,54.43,75.111,
89234,53.765,75.776,
89235,53.765,76.342,
89236,54.43,75.677,
89237,54.43,76.243,
89238,53.765,76.907,
89239,53.765,77.473,
89240,54.43,76.808,
89241,54.43,77.374,
89242,53.765,78.039,
89243,53.765,78.604,
89244,54.43,77.94,
89245,54.43,78.505,
89246,53.765,79.17,
89247,53.765,79.736,
89248,54.43,79.071,
89249,54.43,79.637,
89250,53.765,80.301,
89251,53.765,80.867,
89252,54.43,80.202,
89253,54.43,80.768,
89254,53.765,81.433,
89255,53.765,81.998,
89256,54.43,81.334,
89257,54.43,81.899,
89258,53.765,82.564,
89259,53.765,83.13,
89260,54.43,82.465,
89261,54.43,83.031,
89262,53.765,83.695,
89263,53.765,84.261,
89264,54.43,83.596,
89265,54.43,84.162,
89266,53.765,84.827,
89267,53.765,85.393,
89268,54.43,84.728,
89269,54.43,85.294,
89270,53.765,85.958,
89271,53.765,86.524,
89272,54.43,85.859,
89273,54.43,86.425,
89274,53.765,87.09,
89275,53.765,87.655,
89276,54.43,86.991,
89277,54.43,87.556,
89278,53.765,88.221,
89279,53.765,88.787,
89280,54.43,88.122,
89281,54.43,88.688,
89282,53.765,89.352,
89283,53.765,89.918,
89284,54.43,89.253,
89285,54.43,89.819,
89286,53.765,90.484,
89287,53.765,91.049,
89288,54.43,90.385,
89289,54.43,90.95,
89290,53.765,91.615,
89291,53.765,92.181,
89292,54.43,91.516,
89293,54.43,92.082,
89294,53.765,92.746,
89295,53.765,93.312,
89296,54.43,92.647,
89297,54.43,93.213,
89298,53.765,93.878,
89299,53.765,94.444,
89300,54.43,93.779,
89301,54.43,94.345,
89302,53.765,95.009,
89303,53.765,95.575,
89304,54.43,94.91,
89305,54.43,95.476,
89306,53.765,96.141,
89307,53.765,96.706,
89308,54.43,96.042,
89309,54.43,96.607,
89310,53.765,97.272,
89311,54.113,97.49,
89312,54.43,97.173,
89313,,,
89314,54.43,97.173,15.9
89315,54.994,48.936,
89316,,,
89317,,,
89318,,,
89319,,,
89320,75.163,69.104,
89321,75.233,69.174,
89322,75.163,75.894,
89323,54.994,96.063,
89324,54.924,96.133,
89325,54.994,94.19,
89326,60.043,99.239,
89327,60.113,99.309,
89328,63.131,99.239,
89329,82.611,79.759,
89330,82.681,79.689,
89331,85.818,79.759,
89332,90.798,84.739,
89333,90.868,84.809,
89334,88.944,84.74,
89335,93.925,79.759,
89336,93.995,79.689,
89337,97.131,79.759,
89338,102.111,84.739,
89339,102.181,84.809,
89340,100.258,84.74,
89341,105.239,79.759,
89342,105.309,79.689,
89343,108.445,79.759,
89344,113.425,84.739,
89345,113.495,84.809,
89346,111.572,84.74,
89347,116.553,79.759,
89348,116.623,79.689,
89349,119.759,79.759,
89350,124.739,84.739,
89351,124.809,84.809,
89352,122.885,84.74,
89353,124.988,82.638,
89354,125.058,82.568,
89355,128.298,85.071,
89356,129.624,85.075,
89357,137.625,85.275,
89358,151.521,85.064,
89359,152.827,85.369,
89360,153.928,86.167,
89361,154.633,87.326,
89362,154.838,92.119,
89363,154.533,93.425,
89364,153.735,94.526,
89365,152.576,95.231,
89366,124.446,95.76,
